name;unique;total;ratio
SNN Correspondent;79;113;0.6991150442477876
Pat Sajak;79;120;0.6583333333333333
Sixth Grade Leader;79;121;0.6528925619834711
Carlos Mencia;78;123;0.6341463414634146
Both;78;129;0.6046511627906976
Officer 4;78;108;0.7222222222222222
Prosecutor;78;108;0.7222222222222222
President Clinton;78;110;0.7090909090909091
Pope Benedict;78;128;0.609375
Singer (and backup singers);78;148;0.527027027027027
Mr. Brown;78;141;0.5531914893617021
Anchor Man;77;115;0.6695652173913044
Agent Clark;77;100;0.77
Glen;77;135;0.5703703703703704
Adams;77;96;0.8020833333333334
Gabriel;77;102;0.7549019607843137
Head;77;96;0.8020833333333334
Spielberg;77;142;0.5422535211267606
Police Chief;77;108;0.7129629629629629
Carol;77;102;0.7549019607843137
Nagix;77;113;0.6814159292035398
Publisher 1;77;110;0.7
Number 37;77;103;0.7475728155339806
Lolly;77;132;0.5833333333333334
Clean Garrison;77;123;0.6260162601626016
NAMBLA leader;77;123;0.6260162601626016
Marcus;77;103;0.7475728155339806
Galeed;77;121;0.6363636363636364
Chef's dad;76;98;0.7755102040816326
Johnson;76;112;0.6785714285714286
GS-401;76;108;0.7037037037037037
Publisher 2;76;99;0.7676767676767676
Hackman;76;118;0.6440677966101694
Farmer;76;115;0.6608695652173913
Maggie;76;114;0.6666666666666666
TV Announcer;75;162;0.46296296296296297
Resident 4;75;108;0.6944444444444444
Mr. Streible;75;113;0.6637168141592921
Mohammad;75;106;0.7075471698113207
Sondheim;75;112;0.6696428571428571
Announcer 2;74;109;0.6788990825688074
Woman 3;74;95;0.7789473684210526
Krishna;74;99;0.7474747474747475
Specialist 1;74;117;0.6324786324786325
Gnome;74;115;0.6434782608695652
Moroni;74;99;0.7474747474747475
Cameraman;74;101;0.7326732673267327
Nurse Bronski;74;105;0.7047619047619048
Elephant Man;74;105;0.7047619047619048
John Warzog;74;97;0.7628865979381443
Executor;73;114;0.6403508771929824
Christine;73;102;0.7156862745098039
Boss;73;104;0.7019230769230769
George Zimmerman;73;98;0.7448979591836735
The Kids of South Park Elementary;73;159;0.4591194968553459
Official 1;73;96;0.7604166666666666
Lou;73;89;0.8202247191011236
Det. Jarvis;72;113;0.6371681415929203
Jabs;72;90;0.8
Randy Newman;72;113;0.6371681415929203
Tyler Perry;72;100;0.72
Waiter;72;87;0.8275862068965517
Mary;72;104;0.6923076923076923
Big Harry;72;132;0.5454545454545454
Honey Boo Boo;72;111;0.6486486486486487
Chris Holt;72;101;0.7128712871287128
Female Psychic;72;88;0.8181818181818182
Larsen;71;90;0.7888888888888889
Pilgrim King;71;115;0.6173913043478261
Conductor;71;103;0.6893203883495146
Susan;71;96;0.7395833333333334
Mediator;71;95;0.7473684210526316
The Tape;71;125;0.568
Chief Joe;71;134;0.5298507462686567
Ex-Convict;71;101;0.7029702970297029
Chad;70;113;0.6194690265486725
Foofa;70;114;0.6140350877192983
SP Cabbie;70;87;0.8045977011494253
Mrs. Farnickle;70;94;0.7446808510638298
part II;70;101;0.693069306930693
Giant Douche;70;112;0.625
Beary;70;109;0.6422018348623854
Cliff;70;119;0.5882352941176471
Officer 5;70;88;0.7954545454545454
Alan Jackson;70;127;0.5511811023622047
MJ's hologram;70;120;0.5833333333333334
Dr. Shay;70;94;0.7446808510638298
Jeffrey Maynard;69;94;0.7340425531914894
Owner;69;91;0.7582417582417582
Annie;69;109;0.6330275229357798
French Captain;69;89;0.7752808988764045
Elon Musk;69;95;0.7263157894736842
Publisher;69;112;0.6160714285714286
Cult Leader;69;98;0.7040816326530612
Aging Hippie Liberal Douche;69;103;0.6699029126213593
Polly;69;141;0.48936170212765956
Paul;68;87;0.7816091954022989
Yoko Ono;68;93;0.7311827956989247
Dave;68;93;0.7311827956989247
Elder 2;68;85;0.8
NC 9 Reporter;68;104;0.6538461538461539
Clerk 2;68;90;0.7555555555555555
Mr. Hakeem;68;106;0.6415094339622641
Refugee Man 5;68;96;0.7083333333333334
Britney;67;99;0.6767676767676768
CNN Reporter;67;80;0.8375
Fireman 2;67;82;0.8170731707317073
Clerk 4;67;115;0.5826086956521739
Jesse Jackson;67;96;0.6979166666666666
Bartender;67;92;0.7282608695652174
News 4 Anchor;67;94;0.7127659574468085
Doctor 2;67;88;0.7613636363636364
Sawitsky;66;88;0.75
Teen Boy 6;66;96;0.6875
Jim Lehrer;66;86;0.7674418604651163
Lollipop King;66;93;0.7096774193548387
Mrs. Garrison Sr.;66;101;0.6534653465346535
Mr. Jabs;66;83;0.7951807228915663
Putin;66;85;0.7764705882352941
Profile Stan Marsh;66;110;0.6
Master;66;103;0.6407766990291263
Biker 6;66;94;0.7021276595744681
Russian;66;78;0.8461538461538461
Mrs. Turner;66;99;0.6666666666666666
King;66;93;0.7096774193548387
Beefcake;66;86;0.7674418604651163
Iraqi General;66;120;0.55
Priest 1;66;80;0.825
Rabbi;66;92;0.717391304347826
Smithy;65;100;0.65
Social Worker;65;98;0.6632653061224489
Fifth Grader;65;84;0.7738095238095238
Subway Representative;65;92;0.7065217391304348
Voice-Over;65;82;0.7926829268292683
Exec. 2;65;81;0.8024691358024691
Sarah McLachlan;65;89;0.7303370786516854
Man 9;65;84;0.7738095238095238
Dr. Schwartz;65;104;0.625
Perseus;65;93;0.6989247311827957
Girls;65;86;0.7558139534883721
Minstrel;65;125;0.52
Van Gelder;64;104;0.6153846153846154
Vanity;64;110;0.5818181818181818
CIA Leader 2;64;87;0.735632183908046
EFSM President;64;91;0.7032967032967034
Nellie;64;93;0.6881720430107527
Clerk 3;64;75;0.8533333333333334
Tom Snyder;64;105;0.6095238095238096
Boy in Green Shirt;64;87;0.735632183908046
Lt. Nelson;64;82;0.7804878048780488
Demon 3;64;87;0.735632183908046
Sir Harrington;64;97;0.6597938144329897
The Wise One;63;76;0.8289473684210527
Stockbroker;63;88;0.7159090909090909
Ghost 2;63;94;0.6702127659574468
Mick;63;88;0.7159090909090909
Sid;63;75;0.84
Judge Moses;63;86;0.7325581395348837
Lead Knight;63;91;0.6923076923076923
Runs With Premise;63;76;0.8289473684210527
Rumpertumskin;63;96;0.65625
Resident 1;63;83;0.7590361445783133
Mencia;63;124;0.5080645161290323
John Walsh;63;78;0.8076923076923077
Dickinson;63;95;0.6631578947368421
Little Chef;62;88;0.7045454545454546
Boombox;62;242;0.256198347107438
Driver 2;62;102;0.6078431372549019
Lead Screener;62;85;0.7294117647058823
Redneck 13;62;82;0.7560975609756098
Iggy;62;100;0.62
Soldier 2;62;70;0.8857142857142857
People's Army Leader;62;79;0.7848101265822784
Customer;62;74;0.8378378378378378
Steve Black;62;89;0.6966292134831461
Ozzy;61;78;0.782051282051282
Dr. Katz;61;113;0.5398230088495575
Mrs. Weatherhead;61;80;0.7625
Sixth Grader 2;61;87;0.7011494252873564
Commentator 1;61;82;0.7439024390243902
Amanda;61;91;0.6703296703296703
Teen Girl;61;85;0.7176470588235294
Critters;61;101;0.6039603960396039
Lil Kathie Lee;61;80;0.7625
Biker 2;61;87;0.7011494252873564
Anderson Cooper;61;79;0.7721518987341772
Man in Wheelchair;61;86;0.7093023255813954
Female Voice;61;87;0.7011494252873564
Center Judge;61;83;0.7349397590361446
R. Kelly;61;135;0.45185185185185184
Nancy;61;79;0.7721518987341772
Foreman;61;76;0.8026315789473685
Officer 7;61;71;0.8591549295774648
Hooded Figure;61;99;0.6161616161616161
Travolta;61;86;0.7093023255813954
Group;60;105;0.5714285714285714
Chocolate Rain Guy;60;73;0.821917808219178
William;60;93;0.6451612903225806
Woman 4;60;73;0.821917808219178
Soldier 3;60;74;0.8108108108108109
Bouncer;60;77;0.7792207792207793
OC Leader;60;98;0.6122448979591837
Psychic;59;72;0.8194444444444444
Newt;59;75;0.7866666666666666
African-American;59;81;0.7283950617283951
Farmer Carl;59;74;0.7972972972972973
Natalie;59;84;0.7023809523809523
Cpt. Gabriel;59;79;0.7468354430379747
Babrady;59;83;0.7108433734939759
Adam Sandler;59;82;0.7195121951219512
George Bush;59;71;0.8309859154929577
Lead Agent;59;78;0.7564102564102564
Bart;59;81;0.7283950617283951
Surgeon-General;59;77;0.7662337662337663
Nicole;59;116;0.5086206896551724
Bat Dad;59;92;0.6413043478260869
Talent Scout;59;89;0.6629213483146067
Mrs. Tweek;59;79;0.7468354430379747
Turd Sandwich;58;85;0.6823529411764706
Squirrelly Squirrel;58;101;0.5742574257425742
Principal;58;69;0.8405797101449275
Cupid Me;58;89;0.651685393258427
Pablo;58;88;0.6590909090909091
News Anchor 2;58;71;0.8169014084507042
Host 1;58;73;0.7945205479452054
Gloria Allred;58;83;0.6987951807228916
Kyan;58;66;0.8787878787878788
Mall Bunny;58;85;0.6823529411764706
Sony President;58;78;0.7435897435897436
Jay Leno;57;75;0.76
Tom Davis;57;77;0.7402597402597403
Fuhrman;57;72;0.7916666666666666
Top Official;57;76;0.75
Rep;57;65;0.8769230769230769
Postmaster;57;85;0.6705882352941176
Michael Dorn;57;96;0.59375
Gunsmith;57;70;0.8142857142857143
Vet;57;79;0.7215189873417721
Hyde;57;66;0.8636363636363636
Mr. Twig;56;78;0.717948717948718
Elin;56;90;0.6222222222222222
Ranger Pete;56;70;0.8
Conan O'Brien;56;74;0.7567567567567568
Uriel;56;68;0.8235294117647058
Peterson;56;83;0.6746987951807228
Great-Great-Grampa;56;91;0.6153846153846154
Carlos Ramirez;56;80;0.7
Bearded Man;56;68;0.8235294117647058
Actors;56;87;0.6436781609195402
McGillicuddy;56;68;0.8235294117647058
Dahmer;56;65;0.8615384615384616
Walter Cronkite;56;74;0.7567567567567568
Patsy Ramsey;56;71;0.7887323943661971
Franklin;56;106;0.5283018867924528
Wayne D;55;94;0.5851063829787234
R. Wiley;55;92;0.5978260869565217
President Calderón;55;80;0.6875
Kip's Mom;55;77;0.7142857142857143
Mr. Turner;55;75;0.7333333333333333
Dio;55;73;0.7534246575342466
Volunteer;55;69;0.7971014492753623
Company rep;55;79;0.6962025316455697
Matt Lauer;54;62;0.8709677419354839
Mr. Derp;54;68;0.7941176470588235
Gavin;54;80;0.675
Sky-fi Reporter;54;72;0.75
ATF agent;54;71;0.7605633802816901
Daniel;54;65;0.8307692307692308
Chef (falsetto);54;96;0.5625
Alex;54;81;0.6666666666666666
Jakartha;54;84;0.6428571428571429
Don;54;68;0.7941176470588235
Betsy MacIntosh;54;70;0.7714285714285715
Member 2;54;63;0.8571428571428571
OC Member 1;54;68;0.7941176470588235
Director 1;54;70;0.7714285714285715
Trucker;54;73;0.7397260273972602
Salesman;54;72;0.75
Future Cartman;54;68;0.7941176470588235
Mr. Freely;54;73;0.7397260273972602
Gordon Stoltski;54;63;0.8571428571428571
Vince;53;70;0.7571428571428571
Q Money;53;72;0.7361111111111112
Mrs. Gueermo;53;70;0.7571428571428571
Jakovasaur;53;67;0.7910447761194029
Marklar;53;82;0.6463414634146342
Persian 2;53;70;0.7571428571428571
Librarian;53;66;0.803030303030303
Maitre D;53;63;0.8412698412698413
Florence;53;66;0.803030303030303
Buddha;53;65;0.8153846153846154
Proctologist;53;76;0.6973684210526315
WCB President;52;69;0.7536231884057971
Woman With Brown Hair;52;64;0.8125
Mr. Hollis;52;62;0.8387096774193549
Quint 3;52;89;0.5842696629213483
Kenny's Mom;52;81;0.6419753086419753
Music Instructor;52;77;0.6753246753246753
Mormon 2;52;66;0.7878787878787878
CIA Vice Head;52;68;0.7647058823529411
Elder Harris;52;56;0.9285714285714286
Ambassador;52;79;0.6582278481012658
Old Monk;52;58;0.896551724137931
Kevern Zaksor;52;74;0.7027027027027027
Kip's Dad;52;60;0.8666666666666667
Lawrence;52;81;0.6419753086419753
Korashki;52;59;0.8813559322033898
Nathan's Mom;52;67;0.7761194029850746
Exec. 1;51;62;0.8225806451612904
Annoncer;51;57;0.8947368421052632
Volunteer 2;51;74;0.6891891891891891
Together;51;77;0.6623376623376623
Phyllis;51;67;0.7611940298507462
Michael Bay;51;68;0.75
FC Pitcher;51;78;0.6538461538461539
Joline;51;65;0.7846153846153846
The Scenes;51;92;0.5543478260869565
Uncle Jimbo;51;66;0.7727272727272727
Fireman;50;65;0.7692307692307693
Paul Harris;50;76;0.6578947368421053
Mrs. Cotswolds;50;68;0.7352941176470589
Male Staffer;50;74;0.6756756756756757
Announcer 3;50;71;0.704225352112676
British Cardinal;50;59;0.847457627118644
Romanian Official;50;67;0.746268656716418
Another Mayor;50;61;0.819672131147541
Bobo;50;74;0.6756756756756757
Elderly Priest;50;57;0.8771929824561403
Mrs. Donovan;50;61;0.819672131147541
Boy 3;50;65;0.7692307692307693
Boy In The Red Shirt;50;100;0.5
Field Reporter 3;50;72;0.6944444444444444
Michael Collins;50;67;0.746268656716418
Pastor Phillips;50;75;0.6666666666666666
Expert 2;50;66;0.7575757575757576
Bailey;49;65;0.7538461538461538
Her crotch;49;63;0.7777777777777778
Trainer 1;49;66;0.7424242424242424
Shopper 2;49;62;0.7903225806451613
Quint 2;49;64;0.765625
Gino;49;61;0.8032786885245902
Hippie;49;61;0.8032786885245902
Conner;49;57;0.8596491228070176
Paramedic;49;68;0.7205882352941176
Millie;49;68;0.7205882352941176
Mormon 1;49;62;0.7903225806451613
Female Reporter;49;68;0.7205882352941176
Mrs. Feegan;49;65;0.7538461538461538
John Travolta;49;68;0.7205882352941176
Mr. Farkle;49;62;0.7903225806451613
Agent Keen;49;54;0.9074074074074074
Webber;49;56;0.875
Pimp 2;49;72;0.6805555555555556
Unkempt Garrison;49;92;0.532608695652174
Patron 1;49;61;0.8032786885245902
Teen MC;49;72;0.6805555555555556
Phillip Stand-in;49;78;0.6282051282051282
Man 12;48;58;0.8275862068965517
Louse 12;48;65;0.7384615384615385
Dean Howland;48;68;0.7058823529411765
Computer;48;65;0.7384615384615385
Kid 2;48;63;0.7619047619047619
Ellen;48;65;0.7384615384615385
Larson;48;60;0.8
Al;48;56;0.8571428571428571
Host 2;48;59;0.8135593220338984
the Freaks;48;64;0.75
Chickadee-y;48;68;0.7058823529411765
Male CPS Agent;48;63;0.7619047619047619
Mr. Bell;48;61;0.7868852459016393
Tony Kornheiser;48;61;0.7868852459016393
Mousey;48;64;0.75
Ginger 1;48;65;0.7384615384615385
Demonius;48;61;0.7868852459016393
Otter Leader;47;56;0.8392857142857143
Cajun Shrimper;47;63;0.746031746031746
Robert Smith;47;63;0.746031746031746
Tweek's Mom;47;61;0.7704918032786885
Gary Nelson;47;73;0.6438356164383562
Rabbi 2;47;57;0.8245614035087719
Jimmy Buffett;47;66;0.7121212121212122
Lion Cub 3;47;57;0.8245614035087719
Mr. Varcas;47;62;0.7580645161290323
Tron Guy;47;60;0.7833333333333333
Jefferson;47;66;0.7121212121212122
Attendant;47;50;0.94
Guard 3;47;60;0.7833333333333333
Lady 1;47;64;0.734375
Frothgar;47;57;0.8245614035087719
AARP leader;47;62;0.7580645161290323
Deery;47;58;0.8103448275862069
Mitt;46;61;0.7540983606557377
Dr. Land;46;65;0.7076923076923077
Member 3;46;52;0.8846153846153846
U.N. Leader;46;57;0.8070175438596491
Marklar Leader;46;79;0.5822784810126582
Network Anchor;46;53;0.8679245283018868
Chief Stevens;46;57;0.8070175438596491
Dude;46;58;0.7931034482758621
SNN reporter;46;58;0.7931034482758621
Grey Hat;46;56;0.8214285714285714
Chef's mom;46;60;0.7666666666666667
Kid 1;46;62;0.7419354838709677
Prime Minister;46;66;0.696969696969697
Alton Brown;46;78;0.5897435897435898
Raccoony;46;54;0.8518518518518519
Gnome 1;46;89;0.5168539325842697
Oprah Winfrey;46;55;0.8363636363636363
Teen 1;45;54;0.8333333333333334
Burns;45;58;0.7758620689655172
Quint 1;45;59;0.7627118644067796
Girl 2;45;55;0.8181818181818182
Horatio;45;48;0.9375
Al Roker;45;54;0.8333333333333334
Gordon;45;63;0.7142857142857143
HotForBoys219;45;63;0.7142857142857143
Geoff;45;59;0.7627118644067796
Riley;45;62;0.7258064516129032
MJ Hologram;45;90;0.5
Mortician;45;55;0.8181818181818182
With Choir;45;82;0.5487804878048781
Tracy;45;50;0.9
Ellen DeGeneres;45;58;0.7758620689655172
Munky;45;54;0.8333333333333334
Michael Buffer;45;65;0.6923076923076923
A British person;45;50;0.9
Female announcer;45;49;0.9183673469387755
Wise Man;45;57;0.7894736842105263
Ginger Boy;45;68;0.6617647058823529
Jesus' Producer;45;56;0.8035714285714286
Male 1;45;51;0.8823529411764706
Soldier 1;45;49;0.9183673469387755
Audience;45;103;0.4368932038834951
Agent 6;44;54;0.8148148148148148
Miller;44;54;0.8148148148148148
Grant;44;71;0.6197183098591549
Congregation;44;55;0.8
Gary Condit;44;50;0.88
Pimp;44;68;0.6470588235294118
Bob Summers;44;51;0.8627450980392157
Greeter;44;62;0.7096774193548387
Pink Hare;44;51;0.8627450980392157
Rabbity;44;55;0.8
Daughter;44;58;0.7586206896551724
Evil Kyle;44;61;0.7213114754098361
Davis;44;53;0.8301886792452831
Rescuer 1;44;64;0.6875
Manymoons;44;75;0.5866666666666667
Tech 4;44;60;0.7333333333333333
Patron 2;44;55;0.8
Farmer Friend 2;44;54;0.8148148148148148
Kindergartners;43;62;0.6935483870967742
Teen Boy;43;57;0.7543859649122807
Girlfriend;43;57;0.7543859649122807
KFC Exec;43;52;0.8269230769230769
Nick Nolte;43;61;0.7049180327868853
Radio Host;43;51;0.8431372549019608
Christina Naylon;43;63;0.6825396825396826
Martin;43;57;0.7543859649122807
Sidney Poitier;43;53;0.8113207547169812
Regis;43;48;0.8958333333333334
Yao;43;67;0.6417910447761194
Asian Reporter;43;50;0.86
City Wok Owner;43;72;0.5972222222222222
Fireman 1;43;49;0.8775510204081632
Spirit;43;58;0.7413793103448276
Men;43;67;0.6417910447761194
Police Officer;43;56;0.7678571428571429
Boy 4;43;49;0.8775510204081632
Candice;43;66;0.6515151515151515
Indian Chief;43;60;0.7166666666666667
Male;43;49;0.8775510204081632
Aunt Jemima;43;61;0.7049180327868853
Tom Nelson;43;60;0.7166666666666667
U.S. Army Official;43;53;0.8113207547169812
Police Captain;43;63;0.6825396825396826
Kal;43;51;0.8431372549019608
Gacy;42;55;0.7636363636363637
Mall Hankey;42;57;0.7368421052631579
Gelgamek Cardinal;42;50;0.84
News Reporter;42;45;0.9333333333333333
Clerk 1;42;55;0.7636363636363637
Walsky;42;64;0.65625
Male Host;42;48;0.875
Gandalf;42;52;0.8076923076923077
Peter Panda;42;49;0.8571428571428571
Snarf;42;65;0.6461538461538462
Don King;42;58;0.7241379310344828
Trey Parker;42;51;0.8235294117647058
Horace;42;52;0.8076923076923077
Specialist 3;42;48;0.875
Mel Gibson;42;52;0.8076923076923077
Cartman Smurf;42;52;0.8076923076923077
Country Singer;42;68;0.6176470588235294
Lamb Chop;42;51;0.8235294117647058
Orator 2;42;51;0.8235294117647058
Superman;42;54;0.7777777777777778
Skunky;42;50;0.84
Female singer;42;59;0.711864406779661
Angel 3;42;49;0.8571428571428571
Mr. Pratt;42;55;0.7636363636363637
Shopper 4;41;55;0.7454545454545455
Zytar;41;47;0.8723404255319149
Usher;41;54;0.7592592592592593
Frank Hammond;41;54;0.7592592592592593
al-Zawahri;41;58;0.7068965517241379
Agent 3;41;47;0.8723404255319149
Carson;41;49;0.8367346938775511
Short Reporter;41;47;0.8723404255319149
Mr. Allens;41;55;0.7454545454545455
Gingers;41;162;0.25308641975308643
Shopper 1;41;45;0.9111111111111111
French Delegate;41;46;0.8913043478260869
Ms. Sanders;41;52;0.7884615384615384
Senator 2;41;48;0.8541666666666666
Commentator 2;41;51;0.803921568627451
Assemblywoman 2;41;50;0.82
Maintenance Guy;41;51;0.803921568627451
Falsetto;41;62;0.6612903225806451
Robber 1;41;52;0.7884615384615384
Taco Bell Exec;41;47;0.8723404255319149
Tech 3;41;76;0.5394736842105263
Cheerleaders;41;107;0.38317757009345793
Zazul;41;45;0.9111111111111111
Odd Boy;41;48;0.8541666666666666
Thin Cop;41;49;0.8367346938775511
Foxy;41;52;0.7884615384615384
Aunt Nellie;41;52;0.7884615384615384
Ranger;40;42;0.9523809523809523
Luke;40;45;0.8888888888888888
Agent 4;40;51;0.7843137254901961
You And Me;40;136;0.29411764705882354
Jerry Sanders;40;50;0.8
Hopkins;40;46;0.8695652173913043
Kobe Bryant;40;47;0.851063829787234
Treasurer 1;40;53;0.7547169811320755
P-Train;40;48;0.8333333333333334
Emmanuel Lewis;40;54;0.7407407407407407
Britain;40;50;0.8
Crab Leader;40;44;0.9090909090909091
Official 2;40;55;0.7272727272727273
Carter;40;47;0.851063829787234
Pat O'Brien;40;53;0.7547169811320755
Leprechaun;40;48;0.8333333333333334
Hell Director;40;59;0.6779661016949152
TSA Agent 2;40;47;0.851063829787234
Sound man;40;57;0.7017543859649122
The Human Kite;40;50;0.8
Army Official;40;45;0.8888888888888888
Younger man;40;52;0.7692307692307693
Shopper 3;39;45;0.8666666666666667
Doorman;39;55;0.7090909090909091
Lucas;39;43;0.9069767441860465
Paolo Captain;39;54;0.7222222222222222
DogPoo;39;58;0.6724137931034483
Lead Ginger;39;44;0.8863636363636364
Pirate 4;39;45;0.8666666666666667
Heather;39;49;0.7959183673469388
Copilot;39;51;0.7647058823529411
Guest;39;43;0.9069767441860465
Paul Stanley;39;96;0.40625
Chase;39;42;0.9285714285714286
Evil Stan;39;55;0.7090909090909091
Supporter 1;39;51;0.7647058823529411
AAA Leader;39;46;0.8478260869565217
Judge 1;39;48;0.8125
Postman;39;53;0.7358490566037735
Porcupiney;39;45;0.8666666666666667
Older Louse;39;42;0.9285714285714286
Jessica;39;43;0.9069767441860465
Beary Bear;39;54;0.7222222222222222
Jack Brolin;39;50;0.78
Reporter 4;39;42;0.9285714285714286
Purity Boy 1;39;48;0.8125
Lab Tech 1;39;43;0.9069767441860465
Mr. Tenorman;38;57;0.6666666666666666
Man 14;38;43;0.8837209302325582
Member 7;38;44;0.8636363636363636
Student 1;38;49;0.7755102040816326
Hillary Clinton;38;41;0.926829268292683
Beelzeboot;38;52;0.7307692307692307
Kale;38;48;0.7916666666666666
Congressman 2;38;43;0.8837209302325582
Roma;38;40;0.95
Geologist 2;38;40;0.95
Head of Public Safety;38;51;0.7450980392156863
George Bailey;38;53;0.7169811320754716
A Woman;38;43;0.8837209302325582
Al-Zawahri;38;50;0.76
Melita;38;53;0.7169811320754716
Lead Alien;38;49;0.7755102040816326
M. Night Shyalaman;38;51;0.7450980392156863
Attendant 1;38;49;0.7755102040816326
TupperWear;38;47;0.8085106382978723
Murderin' Murphy;37;43;0.8604651162790697
The Minotaur;37;40;0.925
Lucy;37;46;0.8043478260869565
Male Psychic 1;37;50;0.74
Tele's Owner;37;42;0.8809523809523809
Ms. Turnod;37;43;0.8604651162790697
Kurt's hologram;37;57;0.6491228070175439
Lady Member 2;37;42;0.8809523809523809
Band Member 1;37;44;0.8409090909090909
Sawitzky;37;44;0.8409090909090909
Quadraplegic Swiss man;37;44;0.8409090909090909
Lion Cub 2;37;44;0.8409090909090909
K-10;37;67;0.5522388059701493
Case Worker;37;44;0.8409090909090909
Mrs. Appleby;37;38;0.9736842105263158
Mrs. Brooks;37;42;0.8809523809523809
Dr. Tonton;37;43;0.8604651162790697
Tech 2;37;43;0.8604651162790697
Pops;37;55;0.6727272727272727
Jim Irsay;37;40;0.925
Patron 3;37;43;0.8604651162790697
Construction Worker;37;43;0.8604651162790697
Moderator;37;42;0.8809523809523809
Page;37;41;0.9024390243902439
Teen Girl 1;36;39;0.9230769230769231
Head Adventurer;36;39;0.9230769230769231
Edge;36;47;0.7659574468085106
Taller Boy;36;45;0.8
Guest Speaker;36;40;0.9
Hippie 2;36;42;0.8571428571428571
Red Cross Dude;36;46;0.782608695652174
Police Chief Stevens;36;40;0.9
Lion Cub 1;36;43;0.8372093023255814
Kathie Lee;36;53;0.6792452830188679
Volunteer 3;36;44;0.8181818181818182
Kid 4;36;36;1.0
Mr. Yelman;36;70;0.5142857142857142
Carl;36;59;0.6101694915254238
Rachel;36;50;0.72
Mrs.McCormick;36;49;0.7346938775510204
Midget;36;38;0.9473684210526315
Soldier 4;36;40;0.9
Richardson;36;45;0.8
Tour Guide 2;36;39;0.9230769230769231
Butt Out!'s Kyle;36;74;0.4864864864864865
Emperor Hirohito;36;53;0.6792452830188679
Japan;36;42;0.8571428571428571
Karin;36;41;0.8780487804878049
Pilgrim;35;46;0.7608695652173914
Les Claypool;35;42;0.8333333333333334
Chef Actor;35;42;0.8333333333333334
Wolf Blitzer;35;40;0.875
HC Driver 7;35;45;0.7777777777777778
Passenger 1;35;45;0.7777777777777778
Finland;35;39;0.8974358974358975
David Letterman;35;40;0.875
Female;35;39;0.8974358974358975
Muscleman Marc;35;47;0.7446808510638298
Orator 1;35;50;0.7
Man With No Face;35;36;0.9722222222222222
Director 5;35;35;1.0
Joint;35;44;0.7954545454545454
Nick;35;44;0.7954545454545454
BUDS Man;35;42;0.8333333333333334
UAA Woman;35;45;0.7777777777777778
Japanese woman;35;49;0.7142857142857143
Shopper 6;34;39;0.8717948717948718
Miner 3;34;39;0.8717948717948718
Jimmie Johnson;34;38;0.8947368421052632
DJ AM;34;38;0.8947368421052632
ET Reporter;34;39;0.8717948717948718
EOD Leader;34;42;0.8095238095238095
Joe Strummer;34;40;0.85
Choir Girl;34;40;0.85
Younger Boy;34;36;0.9444444444444444
Driver 1;34;40;0.85
Everyone;34;43;0.7906976744186046
Choir Boy;34;44;0.7727272727272727
Stingray Announcer;34;40;0.85
TSA Agent 1;34;44;0.7727272727272727
Cast;34;86;0.3953488372093023
Shelley;34;38;0.8947368421052632
Mrs. Campbell;34;37;0.918918918918919
Crewman 1;34;47;0.723404255319149
Everybody;34;62;0.5483870967741935
Designer;34;39;0.8717948717948718
Squirt;34;37;0.918918918918919
Schwartz;34;45;0.7555555555555555
Morgan;34;43;0.7906976744186046
Vernon;33;47;0.7021276595744681
KIT-9;33;49;0.673469387755102
Black Bitch;33;35;0.9428571428571428
A Santa;33;42;0.7857142857142857
Male Nurse;33;37;0.8918918918918919
Pirate 5;33;38;0.868421052631579
Matthew McConaughey;33;51;0.6470588235294118
Stephen Tamil;33;47;0.7021276595744681
White Official;33;35;0.9428571428571428
Detective 3;33;41;0.8048780487804879
Afghan Boys;33;47;0.7021276595744681
Layman;33;44;0.75
Jo;33;37;0.8918918918918919
A bishop;33;36;0.9166666666666666
Bearded PeTA Member;33;36;0.9166666666666666
Sheila Broflovski;33;46;0.717391304347826
Tea Bag Participant;33;40;0.825
Teen girl;33;37;0.8918918918918919
Tommy;33;40;0.825
FBI Leader;33;39;0.8461538461538461
House;33;59;0.559322033898305
Umpire;33;65;0.5076923076923077
Center;33;46;0.717391304347826
Crab Man 2;33;42;0.7857142857142857
Sparkly Vampire;32;41;0.7804878048780488
Teen 2;32;37;0.8648648648648649
Pirate voice;32;36;0.8888888888888888
Charise;32;42;0.7619047619047619
Fillmore;32;32;1.0
Danish Man;32;35;0.9142857142857143
Man on Porto Potty;32;51;0.6274509803921569
The Males (Randy);32;48;0.6666666666666666
M. C.;32;35;0.9142857142857143
Lois;32;43;0.7441860465116279
Mr. Brooks;32;36;0.8888888888888888
Mr. Triscotti;32;36;0.8888888888888888
Treasurer 2;32;39;0.8205128205128205
Swiss Delegate;32;37;0.8648648648648649
Elderly Driver;32;38;0.8421052631578947
Leroy;32;38;0.8421052631578947
Elmo;32;50;0.64
Neo;32;37;0.8648648648648649
Cartman (Butters);32;73;0.4383561643835616
Train Conductor;32;50;0.64
Cartmans;32;40;0.8
Brunet Trekker;32;38;0.8421052631578947
FOX 11 Anchor;32;38;0.8421052631578947
Staffer 2;32;33;0.9696969696969697
An Expert;32;36;0.8888888888888888
Resident Bishop;32;38;0.8421052631578947
Laborer 5;32;45;0.7111111111111111
Resident 3;32;34;0.9411764705882353
DMV Official;32;41;0.7804878048780488
